,symbol,meaning
679,Cabellos: ,"Es símbolo de energía y fuerza. Los sueños de cabellos si coinciden con nuestro aspecto real carecen de significado. -Si nos vemos con el cabello largo y sedoso indica que tenemos buenas capacidades para triunfar. -Con escasez de cabello, pérdidas y desgracias. -Si se nos cae o nos es cortado por completo, ruina total. -Si nos lo cortamos voluntariamente, elevación espiritual. -Soñarnos calvos y en la vida real tenemos pelo presagia pérdida de amistades. -El cabello muy rizado, dificultades. -Despeinados, malversación. -Muy cuidados, superficialidad. -Negros, gran capacidad de amar. -Rubios, amistad. -Castaños, sinceridad. -Pelirrojos, celos. -Blancos, dignidad y sabiduría. "
680,Cabestro: ,Actúe con sentido común. No despilfarre tanto. 
681,Cabeza: ,"Simboliza al alma y la inteligencia. -Si nos vemos con la cabeza cortada augura la pérdida de una posición para ocupar otra mejor. -Vernos con la cabeza más grande, aumento de bienes. -Más pequeña, pérdidas. -Si nos soñamos feos indica preocupación por la opinión de los demás. "
682,Cable: ,-Contradicciones en asuntos con la familia. -Si cortamos el cable presagia un arreglo. 
683,Cabo: , Si soñamos con un militar de graduación cabo nos advierte para que no seamos tan modestos. Seguramente puede aspirar a más. 
684,Cabra: ,"-Si son cabras salvajes indica ansias de libertad. -Si son domésticas, ansias de riqueza. -Soñar con cabras bien alimentadas presagia riqueza. -Si son pocas y flacas, pobreza. "
685,Cabrestante: ,Lograremos nuestro propósito con esfuerzo. Despacio y bien. 
686,Cabrito: ,Si es una mujer la que lo sueña anuncia próximo embarazo. 
687,Cabrón: ,Si en sueños vemos machos cabríos presagian amores deshonestos. Lujuria. 
688,Cacerola: ,-Llena y sobre el fuego augura noticias interesantes. -Vacía o sin usar indica falta de seguridad. 
689,Cactus: ,Deberá atravesar obstáculos sin cometer errores. 
690,Cachalote: ,"Por lo general somos engullidos por el. En estos sueños es muy importante darse cuenta de nuestra actitud dentro del cachalote pues supone si somos capaces o no de enfrentarnos con la vida cotidiana, si nuestra actitud es activa o pasiva. "
691,Cachemira: ,Quien lo sueña gusta del lujo y renuncia a toda virtud. 
692,Cadalso: ,Su forma de cumplir con sus compromisos le traerán dificultades. 
693,Cadáver: ,-Si quien lo sueña es una persona de negocios anuncia que sus proyectos fracasarán. -Para un/a joven presagia el fin del amor. -Si el cadáver somos nosotros simboliza que deseamos terminar con una situación huyendo en vez de solucionarlo. 
694,Cadenas: ,-Soñar con cadenas indica que los problemas actuales fueron creados en el pasado. -Romper una cadena augura el fin de los problemas. 
695,Caderas: ,"-Fuertes, éxito amoroso.  -De aspecto desagradable, problemas de salud. -Si un hombre pone sus manos en las caderas de una mujer indica amor y ternura. "
696,Caer: ,"-Caer indica temor. -Si caemos y enseguida nos levantamos indica que pronto recuperaremos la confianza en nosotros mismos. -Si nos levantamos, peligro de detrimento material. -Resbalar o tropezar cayendo desde muy poca altura solo nos advierte para que no tengamos descuidos. -Caer en el barro, decepciones. -Caer en el agua, posible peligro de enfermedad. -Desde un sitio elevado significa adversidad. -Si la caída ocurre en un lugar profundo presagio muy malo. -Ver caer a otra persona, alguien se arruinará y posiblemente hemos tenido mucho que ver en ello. "
697,Café: ,Ver café en sueños anuncia éxitos en trabajos intelectuales salvo que se nos derrame en cuyo caso anunciará contrariedades. 
698,Cafetería: ,Fortalecimiento de lazos afectivos. 
699,Caja: ,"-Estando llena presagia abundancia y felicidad. -Vacía, pobreza. Sea del materia que sea anunciará si es bueno o malo el que esté llena o vacía. -Si es de madera anuncia un próximo viaje. -De colores, sorpresa. -De metales nobles, adornados con piedras preciosas indica riqueza. -Con un espejito adosado nos advierte sobre la coquetería. "
700,Cajero: ,Relaciones difíciles con quienes le rodean. 
701,Cajón: ,Si abrimos el cajón de un mueble y está vacío anuncia que viviremos una situación difícil pero que pasará pronto. 
702,Cal: ,"-Usarla anuncia conflictos. -Ver paredes blanqueadas con cal, enfermedad. "
703,Calabacín: , Lenta evolución de sus negocios. 
704,Calabaza: ,"-La calabaza entera anuncia la curación si se está enfermo. Beneficios afortunados si se está sano. -Seca y vacía simboliza un viaje largo a pie, penoso y difícil. -Ver una calabaza anuncia abundancia y si la estamos recolectando, éxito en disputas. "
705,Calabozo: ,Anuncia enfermedad. 
706,Calafatear: ,Tratará de evitar obligaciones innecesarias. 
707,Calambre: ,Impotencia para resolver ciertos problemas. 
708,Calandria: ,Riesgo de ser víctima de una estafa. 
709,Calcar: ,Falta de personalidad. 
710,Calcetines: ,"-Nuevos y limpios indica que su situación es desahogada. -Agujereados, negligencia. -Quitárselos, deseo de cambio en sus actividades. "
711,Cálculos: ,Representan el estado de nuestra economía. -Si los solucionamos indica que conseguiremos buenos beneficios. -Si no logramos solucionarlos debemos esperar problemas financieros. 
712,Calderero: ,Alegría afectiva. 
713,Caldero: ,-Lleno y sobre el fuego augura noticias interesantes. -Vacío o sin usar indica falta de seguridad. 
714,Caldo: ,Beber caldo augura felicidad en el hogar. 
715,Calefacción: ,"-Fría o averiada indica soledad y tristeza. -Encendida, alegría y felicidad. -Apagada, penas afectivas. -Con humo u hollín, pérdida de control de una situación. -Quemarnos con ella, calumnias.  "
716,Calefactor: ,El consuelo y la ternura endulzarán momentos de penosa soledad. 
717,Calendario: ,Es una advertencia al soñador de que todo requiere su tiempo. No precipite los acontecimientos. 
718,Calesa: ,Si vemos una calesa enganchada a los caballos predice que su situación será envidiada. 
719,Calientapiés: ,Si lo usamos tendremos apoyos amistosos. 
720,Cáliz: ,Señal de curación para un enfermo. Si está roto mal augurio. 
721,Calle: ,"Si la calle es recta, amplia, vacía y se pierde en el horizonte evidencia deseos de mejora, de éxito, de esperanzas fundadas. "
722,Callejón: ,Soñar con un callejón es indicio de que estamos metidos en algo que no tiene solución. Mejor será tomar otra dirección. 
723,Callos: ,Simboliza que hemos terminado una etapa de grandes esfuerzos y dificultades. En personas con vocación religiosa indica que es lo que molesta a su alma: -Si los tiene en los pies es que todavía no está preparado/a. Debe seguir la senda de la perfección. -Si están en las manos es que todavía se halla demasiado aferrado a cosas y personas. 
724,Calma: ,Se sentirá particularmente perturbado/a por una situación molesta. 
725,Calor: ,Indica que padecemos algún problema de salud. 
726,Calumnia: ,-Ser calumniado indica que sufrirá reproches. -Ser nosotros los calumniadores señala que hemos sido imprudentes. 
727,Calvicie: ,Sentimiento de culpa por una situación penosa. 
728,Calvo: ,Soñarnos calvos si tenemos pelo en la realidad augura pérdida de amistades. Si en realidad somos calvos este sueño carece de importancia. 
729,Calzada: ,"-Ancha, lisa y llana indica buena marcha de sus negocios. -Estrecha y tortuosa, con pendiente empinada, numerosos contratiempos.  -En construcción, pérdidas de dinero. "
730,Calzado: ,"Símbolo de libertad. -Soñarnos con los zapatos puestos, sucios indica sentimientos de culpa. -Andar sin zapatos, peligro de vernos sometidos a los demás. -Vernos sin zapatos y sin andar revela temor a la pobreza. -Vernos bien calzados equivale a sentirnos libres. -Soñarnos con zapatos infantiles revela que somos inmaduros. -Si el zapato nos aprieta aún no sabemos desenvolvernos con la libertad de una nueva situación. -Si se nos rompe un zapato presagia la pérdida de nuestra libertad. "
731,Calzón: ,Vida afectiva decepcionante. 
732,Cama: ,"-Si la cama es tétrica, de color oscuro, en mal estado o situada en una habitación lóbrega y oscura nos advierte de una posible enfermedad de quien se encuentre acostado en ella. -Si está vacía, peligro de alguna persona allegada. -Una cama enorme indica obsesión por los temas sexuales. -Si es muy pequeña, desinterés por los mismos. -Si la cama es limpia y está bien arreglada indica que estamos bien con nuestra pareja. -Sucia y desordenada, desacuerdo y disconformidad. -Rota, divorcio o viudedad. -Una cama muy adornada, refinamiento en el amor. -Si es distinta de la nuestra, nuevos amores. -Ver personas que no conocemos en nuestra cama, peligro de riñas. "
733,Camaleón: ,La mala suerte le sorprenderá bajo aspectos muy diferentes. 
734,Camarada: ,Un amigo le decepcionará. 
735,Camarero/a: ,-Prestar un servicio indica que se apreciarán sus cualidades de seriedad y eficacia. -Recibirlo anuncia que personas conocidas le prestarán su ayuda. 
736,Camastro: ,Indica miseria e infortunio. 
737,Cambalachear: ,Corre peligro de verse involucrado en una especulación fraudulenta. 
738,Cambio: , Preocupación en relación con el objeto cambiado. 
739,Camelia: ,Sinceridad de sentimientos. Amor profundo. 
740,Camello: ,Simboliza la perseverancia y la resistencia. Anuncia lenta y paciente consecución de la fortuna y la posición gracias a la perseverancia en el trabajo y la sobriedad de nuestras costumbres. 
741,Camilla: ,Presagia enfermedad o accidente. 
742,Camino: ,"Los caminos en sueños simbolizan el destino. -Las encrucijadas nos indican que deberemos escoger entre varias opciones. -Si el camino es recto y amplio nos presagia éxito y fortuna. -Si es estrecho, que nuestro margen de acción es limitado. -Si discurre por un terreno llano es que no hallaremos demasiados problemas. -Si existen muchas curvas, nuestra empresa será complicada. "
743,Camión: ,"Es nuestra propia vida la que se halla representada y todo depende de nosotros. El que sea un vehículo de carga nos indica que no empezamos con las manos vacías. -La gasolina representa nuestra capacidad energética. -La carrocería, nuestro aspecto externo. -El volante, la capacidad de control. -Los frenos, la voluntad. -El circuito eléctrico, la inteligencia. -Los faros, nuestra capacidad de visión de los hechos. -Si el camión está en buen estado es que tenemos confianza en nosotros mismos. -Si se halla en mal estado representa nuestros temores. -Si nos vemos solos conduciendo el camión indica deseos de independencia. -Si viajamos acompañados las actuaciones de los pasajeros, incluidos nosotros, nos revelará cuál es nuestra actitud con los que nos rodean. -Si lo conduce otra persona significa que no nos sentimos dueños de nuestro destino. "
744,Camisa: ,"-Si es un hombres el que lleva la camisa o la camiseta el sueño deja traslucir su intimidad y fortuna. -Si es mujer es que pronto encontrará con quien compartir felizmente su vida. -Si la camisa está limpia y bien ajustada indica prosperidad y fortuna. -Si tiene mangas indica felicidad pero sin alcanzar la riqueza. -Si está rota o desgarrada presagia pobreza.  -Si está sucia, situaciones comprometidas. -Si es demasiado corta, lujuria. -Si la estamos lavando significa que sabemos perdonar las ofensas. "
745,Campamento: ,Le serán impuestas otras formas de vida. 
746,Campana: ,Suele anunciar una desgracia y en otro nivel significa una llamada para que llevemos una vida más espiritual. 
747,Campanario: ,Presagia éxito y elevación moral o material. 
748,Campanilla: ,Anuncia la llegada de buenas noticias. 
749,Campeón: ,Si nos vemos campeones el sueño nos revela el deseo de emplear toda nuestra energía y capacidades para triunfar en la vida. 
750,Campesino: ,Es una advertencia de que nos estamos apartando de las leyes naturales. -Si está sembrando indica que debemos prepararnos para adquirir conocimientos que después nos serán útiles en nuestro trabajo. -Si esta podando es que en nosotros existe mucho de superfluo. 
751,Camping: ,Indica que obtendremos altos beneficios en el transcurso de un mal periodo. 
752,Campo y campiña: ,"-Fértil y bien cultivado presagia prosperidad. Lo mismo si la campiña es amplia, verde y soleada. -Si están secos o descuidados nos espera la desgracia y la pobreza. -Reseco y falto de agua, debemos poner más amor y sentimiento en lo que hacemos. -Si el campo no produce a pesar de nuestros cuidados indica que debemos ser más activos y tener más fe en nosotros mismos. "
753,Canal: ,"Este sueño va ligado al agua. -Si el agua corre mansa y plácida por el canal la felicidad acompañará a nuestro amor. -Si el canal está roto indica que hemos equivocado nuestros sentimientos. -Si es muy largo anuncia un matrimonio en un pais lejano. Según como sea el agua podremos interpretar nuestro sueño: El agua en el lenguaje de los sueños es muy significativa, simboliza la vida, los sentimientos, es decir, la vida interior de las personas.  -Cuando el agua es clara y limpia anuncia una vida tan larga y feliz como nuestros sentimientos: *El agua mineral simboliza convalecencia, mejoría de la salud. *El agua bendita salud física y espiritual. -Si el agua es sucia o estancada pronostica males y desgracias de carácter moral por lo general: *Si el agua se presenta amarga, turbia o amarillenta pronostica enfermedad. *Corrompida, vivir con rabia en el cuerpo. *Hedionda, bienes mal adquiridos. *Estancada, pérdida de libertad. *Negruzca, matrimonio desgraciado. "
